problem_id,contestId,index,name,rating,tags
1453-F,1453,F,Even Harder,2700,dp
1453-E,1453,E,Dog Snacks,2300,"binary search,dfs and similar,dp,greedy,trees"
1453-D,1453,D,Checkpoints,1900,"brute force,constructive algorithms,greedy,math,probabilities"
1453-C,1453,C,Triangles,1700,"greedy,implementation"
1453-B,1453,B,Suffix Operations,1400,"constructive algorithms,implementation"
1453-A,1453,A,Cancel the Trains,800,implementation
1452-G,1452,G,Game On Tree,2700,"data structures,dfs and similar,greedy,trees"
1452-F,1452,F,Divide Powers,2900,"constructive algorithms,greedy"
1452-E,1452,E,Two Editorials,2500,"brute force,dp,greedy,sortings,two pointers"
1452-D,1452,D,Radio Towers,1600,"combinatorics,dp,math"
1452-C,1452,C,Two Brackets,800,greedy
1452-B,1452,B,Toy Blocks,1400,"binary search,greedy,math,sortings"
1452-A,1452,A,Robot Program,800,math
1451-F,1451,F,Nullify The Matrix,2700,"constructive algorithms,games"
1451-E2,1451,E2,Bitwise Queries (Hard Version),2300,"bitmasks,constructive algorithms,interactive,math"
1451-E1,1451,E1,Bitwise Queries (Easy Version),2000,"bitmasks,constructive algorithms,interactive,math"
1451-D,1451,D,Circle Game,1700,"games,geometry,math"
1451-C,1451,C,String Equality,1400,"dp,greedy,hashing,implementation,strings"
1451-B,1451,B,Non-Substring Subsequence,900,"dp,greedy,implementation,strings"
1451-A,1451,A,Subtract or Divide,800,"greedy,math"
1450-H2,1450,H2,Multithreading (Hard Version),3300,"combinatorics,implementation,math"
1450-H1,1450,H1,Multithreading (Easy Version),2900,"combinatorics,fft,math"
1450-G,1450,G,Communism,3500,"bitmasks,dp,trees"
1450-F,1450,F,The Struggling Contestant,2400,"constructive algorithms,greedy"
1450-E,1450,E,Capitalism,2700,"constructive algorithms,dfs and similar,graphs,shortest paths"
1450-D,1450,D,Rating Compression,1800,"binary search,data structures,greedy,implementation,two pointers"
1450-C2,1450,C2,Errich-Tac-Toe (Hard Version),2300,"constructive algorithms,math"
1450-C1,1450,C1,Errich-Tac-Toe (Easy Version),2100,"constructive algorithms,math"
1450-B,1450,B,Balls of Steel,1000,"brute force,geometry,greedy"
1450-A,1450,A,Avoid Trygub,800,"constructive algorithms,sortings"
1447-B,1447,B,Numbers Box,1000,"greedy,math"
1447-A,1447,A,Add Candies,800,"constructive algorithms,math"
1446-F,1446,F,Line Distance,3200,"binary search,data structures,geometry"
1446-E,1446,E,Long Recovery,3500,"constructive algorithms,dfs and similar"
1446-D2,1446,D2,Frequency Problem (Hard Version),3000,"data structures,greedy,two pointers"
1446-D1,1446,D1,Frequency Problem (Easy Version),2600,"data structures,greedy"
1446-C,1446,C,Xor Tree,2100,"binary search,bitmasks,data structures,divide and conquer,dp,trees"
1446-B,1446,B,Catching Cheaters,1800,"dp,strings"
1446-A,1446,A,Knapsack,1300,"constructive algorithms,greedy,sortings"
1445-B,1445,B,Elimination,900,"greedy,math"
1445-A,1445,A,Array Rearrangment,800,"greedy,sortings"
1444-E,1444,E,Finding the Vertex,3500,"brute force,dfs and similar,dp,interactive,trees"
1444-D,1444,D,Rectangular Polyline,2900,"constructive algorithms,dp,geometry"
1444-C,1444,C,Team-Building,2500,"data structures,dfs and similar,dsu,graphs"
1444-B,1444,B,Divide and Sum,1900,"combinatorics,math,sortings"
1444-A,1444,A,Division,1500,"brute force,math,number theory"
1443-E,1443,E,Long Permutation,2400,"brute force,math,two pointers"
1443-C,1443,C,The Delivery Dilemma,1400,"binary search,greedy,sortings"
1443-B,1443,B,Saving the City,1300,"dp,greedy,math,sortings"
1443-A,1443,A,Kids Seating,800,"constructive algorithms,math"
1442-F,1442,F,Differentiating Games,3400,"games,interactive"
1442-E,1442,E,"Black, White and Grey Tree",3000,"binary search,constructive algorithms,dfs and similar,dp,greedy,trees"
1442-D,1442,D,Sum,2800,"data structures,divide and conquer,dp,greedy"
1442-C,1442,C,Graph Transpositions,2400,"dfs and similar,graphs,greedy,shortest paths"
1442-B,1442,B,Identify the Operations,1800,"combinatorics,data structures,dsu,greedy,implementation"
1442-A,1442,A,Extreme Subtraction,1800,"constructive algorithms,dp,greedy"
1440-B,1440,B,Sum of Medians,900,"greedy,math"
1440-A,1440,A,Buy the String,800,"implementation,math"
1439-E,1439,E,Cheat and Win,3500,"bitmasks,data structures,games,trees"
1439-D,1439,D,INOI Final Contests,3100,"combinatorics,dp,fft"
1439-C,1439,C,Greedy Shopping,2600,"binary search,data structures,divide and conquer,greedy,implementation"
1439-B,1439,B,Graph Subset Problem,2600,"constructive algorithms,data structures,graphs"
1439-A2,1439,A2,Binary Table (Hard Version),1900,"constructive algorithms,graphs,greedy,implementation"
1439-A1,1439,A1,Binary Table (Easy Version),1500,"constructive algorithms,implementation"
1438-F,1438,F,Olha and Igor,3000,"interactive,probabilities,trees"
1438-E,1438,E,Yurii Can Do Everything,2500,"binary search,bitmasks,brute force,constructive algorithms,divide and conquer,two pointers"
1438-D,1438,D,Powerful Ksenia,2200,"bitmasks,constructive algorithms,math"
1438-C,1438,C,Engineer Artem,2000,"2-sat,chinese remainder theorem,constructive algorithms,fft,flows"
1438-B,1438,B,Valerii Against Everyone,1000,"constructive algorithms,data structures,greedy,sortings"
1438-A,1438,A,Specific Tastes of Andre ,800,"constructive algorithms,implementation"
1437-G,1437,G,Death DBMS,2600,"data structures,string suffix structures,strings,trees"
1437-F,1437,F,Emotional Fishermen,2600,"combinatorics,dp,math,two pointers"
1437-E,1437,E,Make It Increasing,2200,"binary search,constructive algorithms,data structures,dp,implementation"
1437-D,1437,D,Minimal Height Tree,1600,"graphs,greedy,shortest paths,trees"
1437-C,1437,C,Chef Monocarp,1800,"dp,flows,graph matchings,greedy,math,sortings"
1437-B,1437,B,Reverse Binary Strings,1200,"constructive algorithms,greedy"
1437-A,1437,A,Marketing Scheme,800,"brute force,constructive algorithms,greedy,math"
1436-F,1436,F,Sum Over Subsets,2800,"combinatorics,math,number theory"
1436-E,1436,E,Complicated Computations,2400,"binary search,data structures,two pointers"
1436-D,1436,D,Bandit in a City,1900,"binary search,dfs and similar,graphs,greedy,trees"
1436-C,1436,C,Binary Search,1500,"binary search,combinatorics"
1436-B,1436,B,Prime Square,900,"constructive algorithms,math"
1436-A,1436,A,Reorder,800,math
1434-E,1434,E,A Convex Game,3500,"dsu,games"
1433-G,1433,G,Reducing Delivery Cost,2100,"brute force,graphs,shortest paths"
1433-F,1433,F,Zero Remainder Sum ,2100,dp
1433-E,1433,E,Two Round Dances,1300,"combinatorics,math"
1433-D,1433,D,Districts Connection,1200,"constructive algorithms,dfs and similar"
1433-C,1433,C,Dominant Piranha,900,"constructive algorithms,greedy"
1433-B,1433,B,Yet Another Bookshelf,800,"greedy,implementation"
1433-A,1433,A,Boring Apartments,800,"implementation,math"
1431-J,1431,J,Zero-XOR Array,3400,"*special,dp"
1431-I,1431,I,Cyclic Shifts,2900,"*special,strings"
1431-H,1431,H,Rogue-like Game,2600,"*special,brute force,greedy,two pointers"
1431-G,1431,G,Number Deletion Game,2100,"*special,dp,games,greedy"
1431-F,1431,F,Neural Network Problem,2100,"*special,binary search,greedy"
1431-E,1431,E,Chess Match,2000,*special
1431-D,1431,D,Used Markers,1500,"*special,greedy"
1431-C,1431,C,Black Friday,1600,"*special,implementation"
1431-B,1431,B,Polycarp and the Language of Gods,1400,"*special,implementation,two pointers"
1431-A,1431,A,Selling Hamburgers,800,*special
1430-G,1430,G,Yet Another DAG Problem,2600,"bitmasks,dfs and similar,dp,flows,graphs,math"
1430-F,1430,F,Realistic Gameplay,2600,"dp,greedy"
1430-E,1430,E,String Reversal,1900,"data structures,greedy,strings"
1430-D,1430,D,String Deletion,1700,"binary search,data structures,greedy,two pointers"
1430-C,1430,C,Numbers on Whiteboard,1000,"constructive algorithms,data structures,greedy,implementation,math"
1430-B,1430,B,Barrels,800,"greedy,implementation,sortings"
1430-A,1430,A,Number of Apartments,900,"brute force,constructive algorithms,math"
1428-H,1428,H,Rotary Laser Lock,3500,"binary search,interactive"
1428-G2,1428,G2,Lucky Numbers (Hard Version),3000,"dp,greedy"
1428-G1,1428,G1,Lucky Numbers (Easy Version),2900,"dp,greedy"
1428-F,1428,F,Fruit Sequences,2400,"binary search,data structures,divide and conquer,dp,two pointers"
1428-E,1428,E,Carrots for Rabbits,2200,"binary search,data structures,greedy,math,sortings"
1428-D,1428,D,Bouncing Boomerangs,1900,"constructive algorithms,greedy,implementation"
1428-C,1428,C,ABBB,1100,"brute force,data structures,greedy,strings"
1428-B,1428,B,Belted Rooms,1200,"graphs,implementation"
1428-A,1428,A,Box is Pull,800,math
1427-H,1427,H,Prison Break,3500,"binary search,games,geometry,ternary search"
1427-G,1427,G,One Billion Shades of Grey,3300,"flows,graphs"
1427-F,1427,F,Boring Card Game,3200,"data structures,greedy,trees"
1427-E,1427,E,Xum,2500,"bitmasks,constructive algorithms,math,matrices,number theory"
1427-D,1427,D,Unshuffling a Deck,2000,"constructive algorithms,implementation"
1427-C,1427,C,The Hard Work of Paparazzi,2000,dp
1427-B,1427,B,Chess Cheater,1400,"greedy,implementation,sortings"
1427-A,1427,A,Avoiding Zero,900,"math,sortings"
1426-F,1426,F,Number of Subsequences,2000,"combinatorics,dp,strings"
1426-E,1426,E,"Rock, Paper, Scissors",1800,"brute force,constructive algorithms,flows,greedy,math"
1426-D,1426,D,Non-zero Segments,1500,"constructive algorithms,data structures,greedy,sortings"
1426-C,1426,C,Increase and Copy,1100,"binary search,constructive algorithms,math"
1426-B,1426,B,Symmetric Matrix,900,implementation
1426-A,1426,A,Floor Number,800,"implementation,math"
1425-I,1425,I,Impressive Harvesting of The Orchard,2800,data structures
1425-H,1425,H,Huge Boxes of Animal Toys,1300,constructive algorithms
1425-F,1425,F,Flamingoes of Mystery,1400,interactive
1425-E,1425,E,Excitation of Atoms,2200,"greedy,implementation"
1425-D,1425,D,Danger of Mad Snakes,2300,"combinatorics,dp,math"
1425-C,1425,C,Captain of Knights,3100,math
1425-B,1425,B,Blue and Red of Our Faculty!,2600,"divide and conquer,dp"
1425-A,1425,A,Arena of Greed,1400,"games,greedy"
1424-M,1424,M,Ancient Language,2200,"graphs,sortings"
1424-G,1424,G,Years,1300,"data structures,sortings"
1423-N,1423,N,BubbleSquare Tokens,3500,
1423-M,1423,M,Milutin's Plums,2800,interactive
1423-L,1423,L,Light switches,2600,meet-in-the-middle
1423-K,1423,K,Lonely Numbers,1600,"binary search,math,number theory,two pointers"
1423-J,1423,J,Bubble Cup hypothesis,2400,"bitmasks,constructive algorithms,dp,math"
1423-I,1423,I,Lookup Tables,3000,bitmasks
1423-H,1423,H,Virus,2500,"data structures,divide and conquer,dsu,graphs"
1423-G,1423,G,Growing flowers,3500,data structures
1423-F,1423,F,Coins,2700,math
1423-E,1423,E,5G Antenna Towers,2700,geometry
1423-D,1423,D,Does anyone else hate the wind?,3100,
1423-C,1423,C,Dušan's Railway,3500,"divide and conquer,graphs,trees"
1423-B,1423,B,Valuable Paper,1900,"binary search,flows,graph matchings,graphs"
1423-A,1423,A,Wakanda Forever,3500,
1422-F,1422,F,Boring Queries,2700,"data structures,math,number theory"
1422-E,1422,E,Minlexes,2700,"dp,greedy,implementation,strings"
1422-D,1422,D,Returning Home,2300,"graphs,shortest paths,sortings"
1422-C,1422,C,Bargain,1700,"combinatorics,dp,math"
1422-B,1422,B,Nice Matrix,1300,"greedy,implementation,math"
1422-A,1422,A,Fence,800,"geometry,math"
1421-E,1421,E,Swedish Heroes,2700,"brute force,dp,implementation"
1421-D,1421,D,Hexagons,1900,"brute force,constructive algorithms,greedy,implementation,math,shortest paths"
1421-C,1421,C,Palindromifier,1400,"constructive algorithms,strings"
1421-B,1421,B,Putting Bricks in the Wall,1100,"constructive algorithms,implementation"
1421-A,1421,A,XORwice,800,"bitmasks,greedy,math"
1420-E,1420,E,Battle Lemmings,2500,"dp,greedy"
1420-D,1420,D,Rescue Nibel!,1800,"combinatorics,data structures,sortings"
1420-C2,1420,C2,Pokémon Army (hard version),2100,"data structures,divide and conquer,dp,greedy,implementation"
1420-C1,1420,C1,Pokémon Army (easy version),1300,"constructive algorithms,dp,greedy"
1420-B,1420,B,Rock and Lever,1200,"bitmasks,math"
1420-A,1420,A,Cubes Sorting,900,"math,sortings"
1419-F,1419,F,Rain of Fire,2800,"binary search,data structures,dfs and similar,dsu,graphs,implementation"
1419-E,1419,E,Decryption,2100,"constructive algorithms,implementation,math,number theory"
1419-D2,1419,D2,Sage's Birthday (hard version),1500,"binary search,brute force,constructive algorithms,greedy,sortings,two pointers"
1419-D1,1419,D1,Sage's Birthday (easy version),1000,"binary search,constructive algorithms,greedy,sortings"
1419-C,1419,C,Killjoy,1500,"greedy,implementation,math"
1419-B,1419,B,Stairs,1200,"brute force,constructive algorithms,greedy,implementation,math"
1419-A,1419,A,Digit Game,900,"games,greedy,implementation"
1418-G,1418,G,Three Occurrences,2500,"data structures,divide and conquer,hashing,two pointers"
1418-F,1418,F,Equal Product,3000,"data structures,math,number theory,two pointers"
1418-E,1418,E,Expected Damage,2400,"binary search,combinatorics,probabilities"
1418-D,1418,D,Trash Problem,2100,"data structures,implementation"
1418-C,1418,C,Mortal Kombat Tower,1500,"dp,graphs,greedy,shortest paths"
1418-B,1418,B,Negative Prefixes,1300,"greedy,sortings"
1418-A,1418,A,Buying Torches,1000,math
1417-B,1417,B,Two Arrays,1100,"greedy,math,sortings"
1417-A,1417,A,Copy-paste,800,"greedy,math"
1416-F,1416,F,Showing Off,3300,"flows,graph matchings,greedy,implementation"
1416-E,1416,E,Split,3200,"binary search,data structures,dp,greedy"
1416-D,1416,D,Graph and Queries,2600,"data structures,dsu,graphs,implementation,trees"
1416-C,1416,C,XOR Inverse,2000,"bitmasks,data structures,divide and conquer,dp,greedy,math,sortings,strings,trees"
1416-B,1416,B,Make Them Equal,2000,"constructive algorithms,greedy,math"
1416-A,1416,A,k-Amazing Numbers,1500,"binary search,data structures,implementation,two pointers"
1415-F,1415,F,Cakes for Clones,2900,dp
1415-E,1415,E,New Game Plus!,2200,"constructive algorithms,greedy,math"
1415-D,1415,D,XOR-gun,2000,"bitmasks,brute force,constructive algorithms"
1415-C,1415,C,Bouncing Ball,1400,"brute force,dp,implementation"
1415-B,1415,B,Repainting Street,1100,"brute force,brute force,greedy"
1415-A,1415,A,Prison Break,800,"brute force,math"
1413-F,1413,F,Roads and Ramen,2800,"data structures,trees"
1413-E,1413,E,Solo mid Oracle,2100,"greedy,math,ternary search"
1413-D,1413,D,Shurikens,1700,"data structures,greedy,implementation"
1413-C,1413,C,Perform Easily,1900,"binary search,brute force,dp,implementation,sortings,two pointers"
1413-B,1413,B,A New Technique,1100,implementation
1413-A,1413,A,Finding Sasuke,800,"constructive algorithms,math"
1411-G,1411,G,No Game No Life,2700,"bitmasks,games,math,matrices"
1411-F,1411,F,The Thorny Path,3000,"greedy,math"
1411-E,1411,E,Poman Numbers,2300,"bitmasks,greedy,math,strings"
1411-D,1411,D,Grime Zoo,2100,"brute force,greedy,implementation,strings"
1411-C,1411,C,Peaceful Rooks,1700,"dfs and similar,dsu,graphs"
1411-B,1411,B,Fair Numbers,1000,"brute force,number theory"
1411-A,1411,A,In-game Chat,800,implementation
1409-F,1409,F,Subsequences of Length Two,2100,"dp,strings"
1409-E,1409,E,Two Platforms,1800,"binary search,dp,sortings,two pointers"
1409-D,1409,D,Decrease the Sum of Digits,1500,"greedy,math"
1409-C,1409,C,Yet Another Array Restoration,1200,"brute force,math,number theory"
1409-B,1409,B,Minimum Product,1100,"brute force,greedy,math"
1409-A,1409,A,Yet Another Two Integers Problem,800,"greedy,math"
1408-I,1408,I,Bitwise Magic,3200,"dp,math"
1408-H,1408,H,Rainbow Triples,3300,"binary search,data structures,flows,greedy"
1408-G,1408,G,Clusterization Counting,2700,"combinatorics,dp,dsu,fft,graphs,trees"
1408-F,1408,F,Two Different,2300,"constructive algorithms,divide and conquer"
1408-E,1408,E,Avoid Rainbow Cycles,2400,"data structures,dsu,graphs,greedy,sortings,trees"
1408-D,1408,D,Searchlights,2000,"binary search,brute force,data structures,dp,implementation,sortings,two pointers"
1408-C,1408,C,Discrete Acceleration,1500,"binary search,dp,implementation,math,two pointers"
1408-B,1408,B,Arrays Sum,1400,"constructive algorithms,greedy,math"
1408-A,1408,A,Circle Coloring,800,constructive algorithms
1407-E,1407,E,Egor in the Republic of Dagestan,2500,"constructive algorithms,dfs and similar,dp,graphs,greedy,shortest paths"
1407-D,1407,D,Discrete Centrifugal Jumps,2200,"data structures,dp,graphs"
1407-C,1407,C,Chocolate Bunny,1600,"constructive algorithms,interactive,math,two pointers"
1407-B,1407,B,Big Vova,1300,"brute force,greedy,math,number theory"
1407-A,1407,A,Ahahahahahahahaha,1100,"constructive algorithms,math"
1406-E,1406,E,Deleting Numbers,2600,"interactive,math,number theory"
1406-D,1406,D,Three Sequences,2200,"constructive algorithms,data structures,greedy,math"
1406-C,1406,C,Link Cut Centroids,1700,"constructive algorithms,dfs and similar,graphs,trees"
1406-B,1406,B,Maximum Product,1200,"brute force,dp,greedy,implementation,sortings"
1406-A,1406,A,Subset Mex,900,"greedy,implementation,math"
1405-B,1405,B,Array Cancellation,1000,"constructive algorithms,implementation"
1405-A,1405,A,Permutation Forgery,800,constructive algorithms
1404-E,1404,E,Bricks,2800,"flows,graph matchings,graphs"
1404-D,1404,D,Game of Pairs,2800,"constructive algorithms,dfs and similar,interactive,math,number theory"
1404-C,1404,C,Fixed Point Removal,2300,"binary search,constructive algorithms,data structures,greedy,two pointers"
1404-B,1404,B,Tree Tag,1900,"dfs and similar,dp,games,trees"
1404-A,1404,A,Balanced Bitstring,1500,"implementation,strings"
1403-C,1403,C,Chess Rush,3200,"*special,combinatorics,dp,implementation,math"
1403-B,1403,B,Spring cleaning,2300,"*special,data structures,dfs and similar,graphs,trees"
1403-A,1403,A,The Potion of Great Power,2400,"*special,2-sat,binary search,data structures,graphs,interactive,sortings,two pointers"
1402-C,1402,C,Star Trek,2600,"*special,combinatorics,dfs and similar,dp,games,graphs,matrices,trees"
1402-B,1402,B,Roads,2900,"*special,geometry,sortings"
1402-A,1402,A,Fancy Fence,1800,"*special,data structures,dsu,implementation,math,sortings"
1401-F,1401,F,Reverse and Swap,2400,"binary search,bitmasks,data structures"
1401-E,1401,E,Divide Square,2400,"data structures,geometry,implementation,sortings"
1401-D,1401,D,Maximum Distributed Tree,1800,"dfs and similar,dp,greedy,implementation,math,number theory,sortings,trees"
1401-C,1401,C,Mere Array,1300,"constructive algorithms,math,number theory,sortings"
1401-B,1401,B,Ternary Sequence,1100,"constructive algorithms,greedy,math"
1401-A,1401,A,Distance and Axis,900,"constructive algorithms,math"
1400-G,1400,G,Mercenaries,2600,"bitmasks,brute force,combinatorics,dp,dsu,math,two pointers"
1400-F,1400,F,x-prime Substrings,2800,"brute force,dfs and similar,dp,string suffix structures,strings"
1400-E,1400,E,Clear the Multiset,2200,"data structures,divide and conquer,dp,greedy"
1400-D,1400,D,Zigzags,1900,"brute force,combinatorics,data structures,math,two pointers"
1400-C,1400,C,Binary String Reconstruction,1500,"2-sat,brute force,constructive algorithms,greedy"
1400-B,1400,B,RPG Protagonist,1700,"brute force,greedy,math"
1400-A,1400,A,String Similarity,800,"constructive algorithms,strings"
1399-F,1399,F,Yet Another Segments Subset,2300,"data structures,dp,graphs,sortings"
1399-E2,1399,E2,Weights Division (hard version),2200,"binary search,dfs and similar,greedy,sortings,trees,two pointers"
1399-E1,1399,E1,Weights Division (easy version),2000,"data structures,dfs and similar,greedy,trees"
1399-D,1399,D,Binary String To Subsequences,1500,"constructive algorithms,data structures,greedy,implementation"
1399-C,1399,C,Boats Competition,1200,"brute force,greedy,two pointers"
1399-B,1399,B,Gifts Fixing,800,greedy
1399-A,1399,A,Remove Smallest,800,"greedy,sortings"
1398-G,1398,G,Running Competition,2600,"bitmasks,fft,math,number theory"
1398-F,1398,F,Controversial Rounds,2500,"binary search,data structures,dp,greedy,two pointers"
1398-E,1398,E,Two Types of Spells,2200,"binary search,data structures,greedy,implementation,math,sortings"
1398-D,1398,D,Colored Rectangles,1800,"dp,greedy,sortings"
1398-C,1398,C,Good Subarrays,1600,"data structures,dp,math"
1398-B,1398,B,Substring Removal Game,800,"games,greedy,sortings"
1398-A,1398,A,Bad Triangle,800,"geometry,math"
1397-B,1397,B,Power Sequence,1500,"brute force,math,number theory,sortings"
1397-A,1397,A,Juggling Letters,800,"greedy,strings"
1396-E,1396,E,Distance Matching,3200,"constructive algorithms,dfs and similar,trees"
1396-D,1396,D,Rainbow Rectangles,3300,"data structures,sortings,two pointers"
1396-C,1396,C,Monster Invaders,2300,"dp,greedy,implementation"
1396-B,1396,B,Stoned Game,1800,"brute force,constructive algorithms,games,greedy"
1396-A,1396,A,Multiples of Length,1600,"constructive algorithms,greedy,number theory"
1395-C,1395,C,Boboniu and Bit Operations,1600,"bitmasks,brute force,dp,greedy"
1395-B,1395,B,Boboniu Plays Chess,1100,constructive algorithms
1395-A,1395,A,Boboniu Likes to Color Balls,1000,"brute force,math"
1394-E,1394,E,Boboniu and Banknote Collection,3500,strings
1394-D,1394,D,Boboniu and Jianghu,2800,"dp,greedy,sortings,trees"
1394-C,1394,C,Boboniu and String,2600,"binary search,geometry,ternary search"
1394-B,1394,B,Boboniu Walks on Graph,2300,"brute force,dfs and similar,graphs,hashing"
1394-A,1394,A,Boboniu Chats with Du,1800,"dp,greedy,sortings,two pointers"
1393-E2,1393,E2,Twilight and Ancient Scroll (harder version),3200,"dp,hashing,implementation,string suffix structures,strings,two pointers"
1393-E1,1393,E1,Twilight and Ancient Scroll (easier version),2800,"dp,hashing,implementation,string suffix structures,strings"
1393-D,1393,D,Rarity and New Dress,2100,"dfs and similar,dp,implementation,shortest paths"
1393-C,1393,C,Pinkie Pie Eats Patty-cakes,1700,"constructive algorithms,greedy,math,sortings"
1393-B,1393,B,Applejack and Storages,1400,"constructive algorithms,data structures,greedy,implementation"
1393-A,1393,A,"Rainbow Dash, Fluttershy and Chess Coloring",800,"greedy,math"
1392-I,1392,I,Kevin and Grid,3300,"fft,graphs,math"
1392-H,1392,H,ZS Shuffles Cards,3000,"combinatorics,dp,math,probabilities"
1392-G,1392,G,Omkar and Pies,2900,"bitmasks,dfs and similar,dp,math,shortest paths"
1392-F,1392,F,Omkar and Landslide,2400,"binary search,constructive algorithms,data structures,greedy,math"
1392-E,1392,E,Omkar and Duck,2100,"bitmasks,constructive algorithms,interactive,math"
1392-D,1392,D,Omkar and Bed Wars,1700,"dp,greedy"
1392-C,1392,C,Omkar and Waterslide,1200,"greedy,implementation"
1392-B,1392,B,Omkar and Infinity Clock,800,"implementation,math"
1392-A,1392,A,Omkar and Password,800,"greedy,math"
1391-E,1391,E,Pairs of Pairs,2600,"constructive algorithms,dfs and similar,graphs,greedy,trees"
1391-D,1391,D,505,2000,"bitmasks,brute force,constructive algorithms,dp,greedy,implementation"
1391-C,1391,C,Cyclic Permutations ,1500,"combinatorics,dp,graphs,math"
1391-B,1391,B,Fix You,800,"brute force,greedy,implementation"
1391-A,1391,A,Suborrays,800,"constructive algorithms,math"
1389-G,1389,G,Directing Edges,2800,"dfs and similar,dp,graphs,trees"
1389-F,1389,F,Bicolored Segments,2600,"data structures,dp,graph matchings,sortings"
1389-E,1389,E,Calendar Ambiguity,2200,"math,number theory"
1389-D,1389,D,Segment Intersections,2100,"brute force,greedy,implementation,math"
1389-C,1389,C,Good String,1500,"brute force,dp,greedy,two pointers"
1389-B,1389,B,Array Walk,1600,"brute force,dp,greedy"
1389-A,1389,A,LCM Problem,800,"constructive algorithms,greedy,math,number theory"
1388-E,1388,E,Uncle Bogdan and Projections,2700,"data structures,geometry,sortings"
1388-D,1388,D,Captain Flint and Treasure,2000,"data structures,dfs and similar,graphs,greedy,implementation,trees"
1388-C,1388,C,Uncle Bogdan and Country Happiness,1800,"dfs and similar,greedy,math,trees"
1388-B,1388,B,Captain Flint and a Long Voyage,1000,"greedy,math"
1388-A,1388,A,Captain Flint and Crew Recruitment,800,"brute force,greedy,math,number theory"
1387-C,1387,C,Viruses,2900,"*special,dp,shortest paths,string suffix structures"
1387-B2,1387,B2,Village (Maximum),2500,"*special,dfs and similar,trees"
1387-B1,1387,B1,Village (Minimum),2100,"*special,dp,greedy,trees"
1387-A,1387,A,Graph,2100,"*special,binary search,dfs and similar,dp,math,ternary search"
1386-C,1386,C,Joker,2800,"*special,bitmasks,data structures,divide and conquer,dsu"
1386-B,1386,B,Mixture,2900,"*special,data structures,geometry,math,sortings"
1386-A,1386,A,Colors,2700,"*special,binary search,constructive algorithms,interactive"
1385-G,1385,G,Columns Swaps,2300,"2-sat,dfs and similar,dsu,graphs,implementation"
1385-F,1385,F,Removing Leaves,2300,"data structures,greedy,implementation,trees"
1385-E,1385,E,Directing Edges,2000,"constructive algorithms,dfs and similar,graphs"
1385-D,1385,D,a-Good String,1500,"bitmasks,brute force,divide and conquer,dp,implementation"
1385-C,1385,C,Make It Good,1200,greedy
1385-B,1385,B,Restore the Permutation by Merger,800,greedy
1385-A,1385,A,Three Pairwise Maximums,800,math
1384-B2,1384,B2,Koa and the Beach (Hard Version),2200,"constructive algorithms,dp,greedy,implementation"
1384-B1,1384,B1,Koa and the Beach (Easy Version),1900,"brute force,dp,greedy"
1384-A,1384,A,Common Prefixes,1200,"constructive algorithms,greedy,strings"
1383-F,1383,F,Special Edges,3200,"flows,graphs"
1383-E,1383,E,Strange Operation,2800,"combinatorics,data structures,dp"
1383-D,1383,D,Rearrange,2800,"brute force,constructive algorithms,graphs,greedy,sortings"
1383-C,1383,C,String Transformation 2,3100,"bitmasks,dp,graphs,trees"
1383-B,1383,B,GameGame,1900,"bitmasks,constructive algorithms,dp,games,greedy,math"
1383-A,1383,A,String Transformation 1,1700,"dsu,graphs,greedy,sortings,strings,trees,two pointers"
1382-B,1382,B,Sequential Nim,1100,"dp,games"
1382-A,1382,A,Common Subsequence,800,brute force
1381-E,1381,E,Origami,3300,"geometry,math,sortings"
1381-D,1381,D,The Majestic Brown Tree Snake,3000,"dfs and similar,dp,greedy,trees,two pointers"
1381-C,1381,C,Mastermind,2500,"constructive algorithms,graph matchings,greedy,implementation,sortings,two pointers"
1381-B,1381,B,Unmerge,1800,dp
1381-A2,1381,A2,Prefix Flip (Hard Version),1700,"constructive algorithms,data structures,implementation,strings,two pointers"
1381-A1,1381,A1,Prefix Flip (Easy Version),1300,"constructive algorithms,data structures,strings"
1380-G,1380,G,Circular Dungeon,2600,"greedy,math,probabilities"
1380-F,1380,F,Strange Addition,2600,"data structures,dp,matrices"
1380-E,1380,E,Merging Towers,2300,"data structures,dsu,implementation,trees"
1380-D,1380,D,Berserk And Fireball,2000,"constructive algorithms,greedy,implementation,math,two pointers"
1380-C,1380,C,Create The Teams,1400,"brute force,dp,greedy,implementation,sortings"
1380-B,1380,B,Universal Solution,1400,greedy
1380-A,1380,A,Three Indices,900,"brute force,data structures"
1379-F2,1379,F2,Chess Strikes Back (hard version),2800,"data structures,divide and conquer"
1379-F1,1379,F1,Chess Strikes Back (easy version),2700,"binary search,data structures"
1379-E,1379,E,Inverse Genealogy,2800,"constructive algorithms,divide and conquer,dp,math,trees"
1379-D,1379,D,New Passenger Trams,2300,"binary search,brute force,data structures,sortings,two pointers"
1379-C,1379,C,Choosing flowers,2000,"binary search,brute force,data structures,dfs and similar,dp,greedy,sortings,two pointers"
1379-B,1379,B,Dubious Cyrpto,1500,"binary search,brute force,math,number theory"
1379-A,1379,A,Acacius and String,1500,"brute force,implementation,strings"
1375-I,1375,I,Cubic Lattice,3500,"geometry,math,matrices,number theory"
1375-H,1375,H,Set Merging,3300,"constructive algorithms,divide and conquer"
